autonomy,competence,relatedness,pleasure,interest,importance,situation_requires,anxiety_guilt_avoidance,another_wants,Date,User
49,42,15,24,23,28,31,47,9,2018-11-19T06:44:25Z,Moti_P05
49,49,22,21,22,28,41,49,26,2018-11-19T07:37:23Z,Moti_P05
49,49,40,39,44,41,46,49,26,2018-11-19T08:53:55Z,Moti_P05
31,22,24,23,34,33,43,49,19,2018-11-19T11:39:41Z,Moti_P05
49,38,37,26,27,29,49,49,49,2018-11-19T12:46:27Z,Moti_P05
49,44,6,35,32,37,36,29,12,2018-11-19T13:13:47Z,Moti_P05
49,41,21,24,37,30,40,49,29,2018-11-20T05:46:53Z,Moti_P05
49,46,24,35,37,36,47,49,27,2018-11-20T09:13:44Z,Moti_P05
42,41,47,37,37,21,11,6,9,2018-11-20T10:23:11Z,Moti_P05
31,24,42,23,34,25,24,25,20,2018-11-20T12:22:26Z,Moti_P05
45,45,19,23,25,32,13,21,8,2018-11-21T06:15:15Z,Moti_P05
28,38,29,30,31,31,44,27,28,2018-11-21T07:58:24Z,Moti_P05
49,49,33,30,32,36,30,49,17,2018-11-21T09:52:46Z,Moti_P05
49,40,26,38,38,39,45,49,12,2018-11-21T11:15:46Z,Moti_P05
39,43,22,19,20,22,35,22,23,2018-11-21T13:39:39Z,Moti_P05
41,42,20,27,27,25,38,11,13,2018-11-22T05:56:11Z,Moti_P05
29,28,32,30,28,32,23,13,22,2018-11-22T08:31:48Z,Moti_P05
26,37,30,30,27,26,49,30,23,2018-11-22T09:54:49Z,Moti_P05
30,40,41,27,31,26,23,9,5,2018-11-22T10:53:57Z,Moti_P05
40,42,40,30,32,32,36,27,21,2018-11-22T13:10:01Z,Moti_P05
49,40,9,33,33,41,46,38,16,2018-11-23T06:12:31Z,Moti_P05
49,40,17,32,34,41,41,49,27,2018-11-23T07:34:33Z,Moti_P05
8,22,23,23,25,35,49,28,30,2018-11-23T12:37:50Z,Moti_P05
15,23,24,26,25,25,38,35,22,2018-11-23T14:10:14Z,Moti_P05
26,27,43,23,25,29,49,49,12,2018-11-26T07:51:01Z,Moti_P05
35,49,23,38,38,39,29,9,2,2018-11-26T09:32:57Z,Moti_P05
49,49,12,28,28,26,6,12,9,2018-11-26T11:41:06Z,Moti_P05
21,38,38,33,47,26,32,20,14,2018-11-26T13:14:14Z,Moti_P05
49,44,10,31,31,35,30,34,10,2018-11-27T06:02:55Z,Moti_P05
49,49,7,41,37,43,32,19,8,2018-11-27T07:29:51Z,Moti_P05
48,49,49,41,41,41,40,26,14,2018-11-27T09:31:29Z,Moti_P05
49,43,6,44,42,41,29,23,11,2018-11-27T12:13:18Z,Moti_P05
43,49,23,41,42,43,10,10,6,2018-12-07T05:54:45Z,Moti_P05
23,40,36,14,14,14,49,34,25,2018-10-16T05:49:25Z,Moti_P06
33,34,16,21,19,11,40,34,24,2018-10-16T05:54:34Z,Moti_P06
36,36,43,26,29,33,35,34,27,2018-10-16T09:19:58Z,Moti_P06
36,37,12,28,39,40,41,26,26,2018-10-16T11:54:05Z,Moti_P06
37,37,25,33,35,27,26,40,27,2018-10-17T04:47:03Z,Moti_P06
41,37,35,37,38,37,36,14,30,2018-10-17T08:57:59Z,Moti_P06
14,41,9,19,25,25,43,39,43,2018-10-17T09:00:10Z,Moti_P06
18,41,37,39,41,40,49,43,38,2018-10-17T12:43:45Z,Moti_P06
22,43,43,36,41,29,49,33,44,2018-10-18T04:14:07Z,Moti_P06
42,40,41,38,43,29,43,40,41,2018-10-18T06:31:26Z,Moti_P06
31,39,44,36,32,27,38,26,39,2018-10-18T08:02:05Z,Moti_P06
39,36,43,37,30,23,49,33,39,2018-10-18T08:03:51Z,Moti_P06
38,41,40,38,39,32,36,37,38,2018-10-19T05:23:01Z,Moti_P06
37,40,49,49,36,43,42,34,39,2018-10-22T08:30:33Z,Moti_P06
34,39,41,38,39,42,39,36,37,2018-10-22T08:33:20Z,Moti_P06
38,49,34,42,41,31,37,42,28,2018-10-22T12:15:05Z,Moti_P06
43,38,26,37,38,34,35,35,38,2018-10-23T05:52:14Z,Moti_P06
30,43,23,39,40,35,49,49,41,2018-10-23T09:05:35Z,Moti_P06
31,37,24,35,39,33,41,41,29,2018-10-23T11:43:47Z,Moti_P06
40,41,37,40,39,40,40,42,33,2018-10-24T04:57:57Z,Moti_P06
21,32,21,32,37,15,39,44,36,2018-10-24T06:12:57Z,Moti_P06
39,45,32,28,28,32,44,44,39,2018-10-24T11:40:56Z,Moti_P06
44,38,40,35,41,38,40,36,29,2018-10-29T05:56:05Z,Moti_P06
39,37,22,31,34,36,39,43,33,2018-10-29T08:36:42Z,Moti_P06
37,36,31,26,26,36,37,40,36,2018-10-29T10:38:34Z,Moti_P06
39,38,38,33,41,36,43,42,37,2018-10-29T13:16:03Z,Moti_P06
38,40,35,40,38,38,42,41,38,2018-10-30T05:37:00Z,Moti_P06
39,40,40,32,37,34,38,41,38,2018-10-30T11:22:13Z,Moti_P06
34,34,37,37,37,40,35,35,34,2018-10-31T05:07:40Z,Moti_P06
38,42,24,39,37,38,40,45,41,2018-10-31T09:26:44Z,Moti_P06
38,37,36,41,38,41,37,37,38,2018-11-01T06:52:58Z,Moti_P06
38,40,39,38,39,36,39,39,38,2018-11-01T11:05:25Z,Moti_P06
37,39,41,42,40,38,37,40,43,2018-11-01T13:06:47Z,Moti_P06
34,37,37,33,35,32,36,34,33,2018-11-05T08:56:27Z,Moti_P06
35,32,33,37,26,35,34,33,34,2018-11-05T09:45:22Z,Moti_P06
38,38,39,39,31,42,41,37,40,2018-11-05T12:55:52Z,Moti_P06
36,39,32,17,31,19,35,29,34,2018-11-06T05:20:27Z,Moti_P06
35,37,26,23,23,23,38,21,34,2018-11-06T10:06:01Z,Moti_P06
36,34,31,28,33,32,38,34,28,2018-11-06T13:00:19Z,Moti_P06
41,37,39,37,37,38,37,35,35,2018-11-07T06:08:11Z,Moti_P06
37,38,33,38,40,40,38,39,37,2018-11-07T10:45:56Z,Moti_P06
27,40,24,26,38,25,44,40,38,2018-11-07T13:44:40Z,Moti_P06
39,43,30,37,38,40,36,36,35,2018-11-08T06:39:46Z,Moti_P06
26,28,35,33,40,32,36,18,34,2018-11-08T10:54:12Z,Moti_P06
37,41,32,23,23,22,40,24,38,2018-11-09T05:42:06Z,Moti_P06
37,35,36,38,37,38,40,33,39,2018-11-09T12:58:00Z,Moti_P06
39,43,40,38,38,39,37,39,37,2018-11-12T08:47:00Z,Moti_P06
33,42,35,28,31,31,36,31,31,2018-11-12T12:45:41Z,Moti_P06
36,38,39,37,33,37,39,36,37,2018-11-13T05:43:29Z,Moti_P06
33,34,33,31,34,34,35,34,34,2018-11-13T13:17:55Z,Moti_P06
43,44,40,41,39,38,44,40,42,2018-11-14T06:22:38Z,Moti_P06
40,37,39,36,38,37,35,30,36,2018-11-14T12:47:07Z,Moti_P06
38,36,40,26,35,36,38,34,39,2018-11-15T05:45:51Z,Moti_P06
41,42,29,28,30,31,37,40,36,2018-11-16T12:34:10Z,Moti_P06
27,28,34,39,42,39,36,36,38,2018-11-19T13:16:42Z,Moti_P06
36,39,39,40,38,38,39,37,33,2018-11-21T08:54:53Z,Moti_P06
26,28,29,24,25,27,38,27,37,2018-11-21T13:14:28Z,Moti_P06
38,38,37,33,35,24,40,39,38,2018-11-22T05:03:12Z,Moti_P06
31,28,26,22,29,26,22,34,22,2018-11-22T12:47:12Z,Moti_P06
35,39,34,29,33,35,40,37,32,2018-11-23T05:12:18Z,Moti_P06
36,31,38,35,30,33,33,35,36,2018-11-23T13:26:07Z,Moti_P06
37,34,34,36,40,34,36,36,35,2018-11-26T06:27:17Z,Moti_P06
38,36,41,34,33,36,35,40,38,2018-11-27T08:25:52Z,Moti_P06
42,41,39,38,37,36,36,37,36,2018-11-27T10:59:23Z,Moti_P06
38,40,27,31,37,26,39,40,39,2018-11-28T05:24:34Z,Moti_P06
28,36,33,34,35,32,37,34,29,2018-11-28T10:33:51Z,Moti_P06
42,40,39,40,40,39,37,38,37,2018-11-28T13:03:45Z,Moti_P06
39,36,23,23,23,25,26,20,23,2018-11-29T12:54:27Z,Moti_P06
35,38,31,28,28,31,40,41,33,2018-12-03T05:37:34Z,Moti_P06
35,34,38,27,29,24,41,31,43,2018-12-13T12:59:37Z,Moti_P06
35,33,10,21,21,22,23,25,17,2018-12-14T05:51:02Z,Moti_P06
30,40,28,22,22,20,35,25,34,2018-12-17T09:59:52Z,Moti_P06
34,33,22,25,25,22,33,20,33,2018-12-17T13:07:26Z,Moti_P06
28,28,25,29,29,28,28,28,26,2018-12-18T08:12:19Z,Moti_P06
9,12,24,11,12,9,40,12,39,2018-12-18T10:27:23Z,Moti_P06
16,12,25,15,15,16,16,12,16,2018-12-18T11:29:58Z,Moti_P06
33,37,32,33,34,35,35,32,32,2018-12-19T10:36:32Z,Moti_P06
26,34,23,26,27,25,26,28,26,2018-12-20T05:46:24Z,Moti_P06
28,40,37,21,30,24,42,38,35,2018-12-20T07:48:41Z,Moti_P06
29,35,37,27,38,41,42,44,35,2018-12-20T13:19:47Z,Moti_P06
36,30,21,24,22,21,23,35,25,2018-12-21T06:33:16Z,Moti_P06
34,32,18,24,21,20,25,20,20,2018-12-31T11:26:49Z,Moti_P06
38,37,20,30,33,35,11,25,9,2018-12-31T12:50:16Z,Moti_P06
32,34,36,33,34,32,36,32,33,2019-01-02T12:52:29Z,Moti_P06
25,27,28,22,22,23,23,24,31,2019-01-04T12:35:23Z,Moti_P06
32,30,33,27,32,33,28,29,28,2019-01-07T07:05:48Z,Moti_P06
18,29,46,22,34,23,30,32,32,2019-01-08T05:23:01Z,Moti_P06
28,31,24,28,34,25,41,49,31,2019-01-09T13:19:06Z,Moti_P06
33,39,40,33,35,33,35,34,36,2019-01-10T06:55:13Z,Moti_P06
16,40,34,23,32,26,40,41,36,2019-01-15T05:36:34Z,Moti_P06
38,38,37,32,35,37,20,22,14,2019-01-15T10:51:34Z,Moti_P06
24,33,25,36,34,25,33,35,37,2019-01-16T09:53:51Z,Moti_P06
38,29,16,22,22,28,24,29,21,2019-01-17T09:32:18Z,Moti_P06
33,33,33,26,33,29,39,40,38,2019-01-21T08:42:11Z,Moti_P06
17,18,34,16,16,15,23,16,30,2019-01-22T11:58:28Z,Moti_P06
35,41,24,31,35,34,30,38,31,2019-01-23T12:52:06Z,Moti_P06
42,45,5,27,25,23,33,0,25,2018-10-16T07:58:57Z,Moti_P07
38,44,25,27,42,47,44,3,28,2018-10-17T04:38:35Z,Moti_P07
39,43,27,24,39,38,41,2,24,2018-10-17T06:31:17Z,Moti_P07
38,44,40,24,27,26,38,8,23,2018-10-17T08:48:08Z,Moti_P07
25,43,40,20,23,22,37,6,35,2018-10-17T09:15:48Z,Moti_P07
25,33,42,21,25,25,34,7,30,2018-10-17T12:19:56Z,Moti_P07
45,45,44,45,45,45,47,4,35,2018-10-18T08:44:48Z,Moti_P07
49,48,48,49,48,48,47,1,1,2018-10-18T10:01:49Z,Moti_P07
43,44,12,43,44,44,42,6,15,2018-10-19T05:01:33Z,Moti_P07
26,27,4,46,46,46,40,6,9,2018-10-19T07:07:50Z,Moti_P07
44,45,6,36,45,45,38,6,15,2018-10-19T08:40:33Z,Moti_P07
41,36,5,40,43,44,40,6,6,2018-10-19T10:56:02Z,Moti_P07
39,39,4,24,25,36,35,7,17,2018-10-22T05:04:54Z,Moti_P07
44,45,26,40,43,44,47,4,11,2018-10-30T07:13:37Z,Moti_P07
40,33,25,34,33,42,45,3,24,2018-10-30T09:05:26Z,Moti_P07
44,38,32,45,45,45,46,0,27,2018-10-30T10:44:57Z,Moti_P07
25,34,32,34,43,34,34,5,23,2018-10-31T06:53:55Z,Moti_P07
43,43,23,41,42,42,41,5,28,2018-10-31T09:14:42Z,Moti_P07
37,45,41,42,41,25,42,4,30,2018-10-31T12:05:45Z,Moti_P07
43,43,25,41,43,42,39,6,22,2018-11-01T06:48:02Z,Moti_P07
43,43,31,37,43,42,41,4,6,2018-11-02T04:12:28Z,Moti_P07
44,44,29,46,42,43,41,5,6,2018-11-02T05:47:28Z,Moti_P07
43,42,20,35,43,43,41,4,9,2018-11-02T07:22:27Z,Moti_P07
46,46,19,24,44,43,46,3,23,2018-11-02T10:34:54Z,Moti_P07
45,44,13,30,43,45,40,5,14,2018-11-02T11:36:24Z,Moti_P07
43,45,25,40,42,42,43,4,5,2018-11-05T06:25:10Z,Moti_P07
42,44,24,42,43,42,43,6,6,2018-11-05T08:44:36Z,Moti_P07
43,37,49,31,40,25,40,6,35,2018-11-05T09:32:55Z,Moti_P07
21,26,42,32,41,32,35,4,31,2018-11-06T06:26:05Z,Moti_P07
30,33,38,30,45,39,40,5,20,2018-11-06T08:48:54Z,Moti_P07
38,35,18,36,39,41,39,5,24,2018-11-06T10:10:45Z,Moti_P07
46,44,33,45,46,45,44,4,16,2018-11-06T12:14:51Z,Moti_P07
44,45,12,42,42,42,40,6,18,2018-11-07T05:58:03Z,Moti_P07
43,45,23,41,43,42,41,41,21,2018-11-07T07:40:12Z,Moti_P07
46,46,0,45,45,46,43,4,17,2018-11-07T09:32:43Z,Moti_P07
45,46,23,42,44,45,46,6,18,2018-11-07T10:57:05Z,Moti_P07
44,44,20,43,43,43,42,6,9,2018-11-08T08:59:38Z,Moti_P07
43,45,48,42,44,44,41,7,11,2018-11-08T12:19:48Z,Moti_P07
23,25,24,25,46,45,47,5,17,2018-11-08T12:55:43Z,Moti_P07
18,42,35,47,48,48,48,27,45,2018-11-09T05:50:11Z,Moti_P07
20,24,24,25,24,18,23,4,9,2018-11-09T07:42:33Z,Moti_P07
34,26,19,40,42,39,37,4,17,2018-11-09T11:44:33Z,Moti_P07
45,43,24,45,45,45,45,6,25,2018-11-12T07:00:10Z,Moti_P07
46,45,16,44,45,44,44,7,7,2018-11-12T09:27:47Z,Moti_P07
44,44,26,43,44,45,43,2,9,2018-11-12T10:42:18Z,Moti_P07
30,37,9,30,41,39,44,3,6,2018-11-12T12:58:15Z,Moti_P07
7,25,26,25,26,26,45,8,37,2018-11-14T05:19:09Z,Moti_P07
24,25,13,38,38,39,46,5,32,2018-11-14T08:21:32Z,Moti_P07
24,44,36,35,47,46,45,4,41,2018-11-14T10:20:47Z,Moti_P07
29,41,9,33,43,42,46,5,15,2018-11-14T11:31:17Z,Moti_P07
19,32,12,34,46,42,45,11,32,2018-11-15T05:26:40Z,Moti_P07
33,45,27,43,43,44,44,7,25,2018-11-15T08:34:52Z,Moti_P07
44,44,19,41,43,44,41,7,20,2018-11-20T06:39:24Z,Moti_P07
21,27,18,29,30,37,46,8,24,2018-11-20T10:41:57Z,Moti_P07
42,42,28,41,43,42,41,4,22,2018-11-21T05:36:28Z,Moti_P07
30,26,16,27,42,29,43,5,22,2018-11-22T05:16:49Z,Moti_P07
42,43,28,41,41,43,41,7,21,2018-11-22T08:10:35Z,Moti_P07
35,49,47,21,34,35,37,1,15,2018-10-19T04:08:29Z,Moti_P08
39,45,48,45,49,48,45,5,25,2018-10-19T09:11:16Z,Moti_P08
41,45,48,42,45,45,36,7,22,2018-10-19T09:15:48Z,Moti_P08
40,46,48,44,47,45,38,9,12,2018-10-19T09:18:17Z,Moti_P08
46,45,48,38,45,46,34,4,23,2018-10-19T11:47:42Z,Moti_P08
29,37,42,15,16,17,26,17,24,2018-10-23T10:00:28Z,Moti_P08
40,45,46,40,42,43,27,6,18,2018-10-23T10:03:23Z,Moti_P08
44,46,47,39,43,44,23,6,9,2018-10-23T10:05:25Z,Moti_P08
40,46,47,41,46,46,14,2,3,2018-10-24T08:09:50Z,Moti_P08
8,33,39,23,38,34,23,14,23,2018-10-24T08:11:27Z,Moti_P08
42,43,49,37,45,40,23,5,10,2018-10-24T08:13:20Z,Moti_P08
35,42,37,31,44,43,25,12,17,2018-10-24T12:15:41Z,Moti_P08
36,42,38,23,43,42,30,10,18,2018-10-25T07:53:22Z,Moti_P08
43,43,48,44,44,44,21,4,20,2018-10-25T07:55:03Z,Moti_P08
17,43,38,6,21,19,27,16,11,2018-10-25T07:56:41Z,Moti_P08
40,43,48,33,39,45,28,9,9,2018-10-25T11:58:50Z,Moti_P08
34,40,47,5,42,41,43,34,43,2018-10-26T05:38:43Z,Moti_P08
37,48,49,48,48,49,48,38,2,2018-10-26T07:27:20Z,Moti_P08
41,43,49,45,45,45,32,6,31,2018-10-26T08:41:33Z,Moti_P08
11,42,26,5,28,18,36,28,33,2018-10-26T08:43:50Z,Moti_P08
37,40,24,24,39,28,6,18,25,2018-10-26T11:45:27Z,Moti_P08
36,45,47,25,49,44,35,20,23,2018-10-29T10:01:03Z,Moti_P08
36,44,47,37,47,43,31,14,21,2018-10-29T10:05:11Z,Moti_P08
24,41,41,25,40,33,42,28,27,2018-10-29T10:06:50Z,Moti_P08
35,43,46,26,42,37,43,24,37,2018-10-30T05:07:55Z,Moti_P08
36,42,47,29,36,37,39,17,37,2018-10-30T06:53:51Z,Moti_P08
34,40,47,24,39,39,40,18,32,2018-10-30T06:55:27Z,Moti_P08
34,34,26,17,28,27,25,21,33,2018-10-30T07:59:41Z,Moti_P08
39,40,24,22,32,28,32,13,39,2018-10-30T08:29:32Z,Moti_P08
40,38,24,4,4,28,41,27,25,2018-10-30T08:43:27Z,Moti_P08
37,44,24,37,47,45,41,14,28,2018-10-31T05:15:19Z,Moti_P08
24,39,8,18,38,34,43,5,38,2018-11-01T07:50:24Z,Moti_P08
27,39,17,18,38,34,40,17,28,2018-11-01T07:52:25Z,Moti_P08
33,43,30,39,41,40,39,15,20,2018-11-01T11:32:19Z,Moti_P08
32,44,23,30,41,38,34,14,33,2018-11-01T12:48:14Z,Moti_P08
32,37,48,39,40,40,37,14,28,2018-11-02T08:34:46Z,Moti_P08
46,44,48,46,48,45,48,40,44,2018-11-02T09:23:10Z,Moti_P08
22,42,48,38,39,41,40,24,33,2018-11-02T10:20:37Z,Moti_P08
38,41,44,38,42,43,42,20,34,2018-11-02T10:55:59Z,Moti_P08
42,43,48,41,48,43,46,28,39,2018-11-02T11:33:53Z,Moti_P08
27,35,48,14,38,31,30,25,42,2018-11-02T13:11:21Z,Moti_P08
5,18,48,32,38,45,45,1,8,2018-11-05T12:17:11Z,Moti_P08
43,43,48,46,45,43,41,22,37,2018-11-05T12:19:08Z,Moti_P08
40,40,49,38,44,38,40,20,28,2018-11-07T08:18:35Z,Moti_P08
12,30,41,27,36,38,48,47,31,2018-11-07T12:09:24Z,Moti_P08
33,43,27,44,47,46,44,33,26,2018-11-08T06:01:03Z,Moti_P08
38,43,48,39,47,46,45,34,42,2018-11-08T08:17:44Z,Moti_P08
17,30,45,19,27,29,46,10,46,2018-11-08T10:29:30Z,Moti_P08
35,42,48,39,45,45,46,41,46,2018-11-09T06:40:55Z,Moti_P08
21,36,46,43,46,45,43,11,41,2018-11-09T10:42:32Z,Moti_P08
36,43,15,32,44,44,43,29,39,2018-11-09T12:13:55Z,Moti_P08
32,42,24,34,42,38,40,28,39,2018-11-09T12:34:40Z,Moti_P08
46,44,32,37,46,44,26,4,32,2018-11-13T08:02:32Z,Moti_P08
43,44,48,45,47,41,36,31,37,2018-11-13T08:39:55Z,Moti_P08
39,43,47,44,44,44,38,28,34,2018-11-13T11:36:09Z,Moti_P08
11,32,6,6,10,46,49,11,23,2018-11-13T12:57:13Z,Moti_P08
31,43,46,36,47,46,45,21,30,2018-11-14T06:36:21Z,Moti_P08
41,36,13,19,36,38,40,11,37,2018-11-14T07:55:04Z,Moti_P08
29,38,14,16,38,33,39,13,33,2018-11-14T08:16:17Z,Moti_P08
37,40,48,39,44,45,49,35,45,2018-11-14T09:43:43Z,Moti_P08
32,35,10,16,27,25,21,14,48,2018-11-14T12:18:18Z,Moti_P08
17,40,45,37,42,39,47,26,38,2018-11-14T12:41:26Z,Moti_P08
27,43,42,33,41,40,48,33,37,2018-11-15T05:25:09Z,Moti_P08
32,43,46,30,40,42,46,34,42,2018-11-15T08:07:34Z,Moti_P08
35,41,48,46,46,42,44,30,40,2018-11-15T09:59:34Z,Moti_P08
13,27,47,16,20,38,44,36,46,2018-11-15T13:03:57Z,Moti_P08
41,42,48,46,45,45,30,40,43,2018-11-16T13:22:19Z,Moti_P08
23,30,45,24,32,32,44,37,40,2018-11-20T06:15:45Z,Moti_P08
14,30,20,15,20,10,47,31,47,2018-11-20T06:47:54Z,Moti_P08
39,37,43,42,47,46,47,9,30,2018-11-21T10:30:22Z,Moti_P08
37,40,45,42,45,42,40,12,33,2018-11-21T10:53:44Z,Moti_P08
13,35,35,30,44,42,45,5,46,2018-11-22T05:41:18Z,Moti_P08
36,44,44,46,45,45,43,42,31,2018-11-22T12:56:46Z,Moti_P08
40,39,48,41,42,34,43,44,49,2018-11-27T05:08:10Z,Moti_P08
16,24,47,22,31,36,44,43,43,2018-11-27T08:20:10Z,Moti_P08
36,43,23,35,45,44,44,35,43,2018-11-27T09:17:41Z,Moti_P08
26,43,28,46,48,48,43,27,40,2018-11-28T08:17:31Z,Moti_P08
8,30,46,8,26,8,42,39,48,2018-11-28T08:54:34Z,Moti_P08
45,44,48,46,46,46,45,37,42,2018-11-28T11:49:38Z,Moti_P08
16,29,47,20,35,28,47,43,46,2018-11-28T13:31:31Z,Moti_P08
36,44,48,35,43,42,46,43,42,2018-11-29T11:11:45Z,Moti_P08
29,41,49,33,42,37,41,38,43,2018-11-29T11:51:39Z,Moti_P08
15,16,49,33,12,13,42,43,44,2018-11-30T09:29:42Z,Moti_P08
21,43,48,26,30,10,48,7,49,2018-11-30T12:38:05Z,Moti_P08
12,32,41,18,17,21,24,9,36,2018-12-03T07:57:28Z,Moti_P08
19,33,48,14,22,15,14,17,36,2018-12-03T08:08:12Z,Moti_P08
16,20,47,14,22,15,10,18,38,2018-12-03T08:29:28Z,Moti_P08
35,45,42,30,44,45,45,27,44,2018-12-03T09:30:03Z,Moti_P08
45,44,48,47,47,46,37,8,36,2018-12-03T11:26:46Z,Moti_P08
36,44,48,47,46,45,43,32,29,2018-12-04T10:58:16Z,Moti_P08
34,40,35,37,47,47,46,32,34,2018-12-04T11:33:14Z,Moti_P08
42,45,48,47,47,45,48,10,40,2018-12-05T06:00:05Z,Moti_P08
44,46,48,37,47,46,44,35,28,2018-12-05T10:52:20Z,Moti_P08
43,45,49,38,44,43,47,24,35,2018-12-05T11:12:30Z,Moti_P08
45,43,48,33,48,47,45,9,13,2018-12-10T06:01:05Z,Moti_P08
42,42,48,40,46,45,32,13,16,2018-12-10T06:47:33Z,Moti_P08
27,32,47,32,39,37,46,26,21,2018-12-10T07:04:32Z,Moti_P08
28,33,48,36,38,42,42,35,24,2018-12-10T07:18:32Z,Moti_P08
32,33,48,30,35,40,43,20,30,2018-12-10T08:17:38Z,Moti_P08
15,25,48,9,24,31,47,38,46,2018-12-10T13:30:10Z,Moti_P08
36,42,26,43,49,45,47,15,35,2018-12-11T05:37:24Z,Moti_P08
32,42,48,37,47,46,44,39,23,2018-12-11T11:24:59Z,Moti_P08
30,41,49,39,44,42,46,28,28,2018-12-11T12:09:20Z,Moti_P08
42,43,48,44,48,48,49,39,27,2018-12-12T05:37:47Z,Moti_P08
43,42,48,41,42,43,46,35,21,2018-12-12T10:08:33Z,Moti_P08
37,42,15,43,47,47,49,40,29,2018-12-13T10:00:35Z,Moti_P08
41,45,48,37,48,49,48,13,24,2018-12-14T10:24:37Z,Moti_P08
38,46,48,44,49,46,45,15,24,2018-12-14T13:28:43Z,Moti_P08
35,45,48,38,48,47,46,16,24,2018-12-17T05:39:36Z,Moti_P08
42,43,48,40,48,41,46,9,13,2018-12-17T07:00:16Z,Moti_P08
43,42,49,35,49,46,48,14,13,2018-12-17T07:23:39Z,Moti_P08
40,44,49,36,48,44,45,11,16,2018-12-17T09:12:19Z,Moti_P08
34,44,48,42,49,36,47,13,19,2018-12-17T10:49:14Z,Moti_P08
39,40,48,48,49,49,47,11,21,2018-12-18T07:11:13Z,Moti_P08
31,40,48,44,49,43,46,24,16,2018-12-18T07:27:21Z,Moti_P08
33,40,48,38,48,44,45,17,23,2018-12-18T08:06:55Z,Moti_P08
38,44,48,40,48,47,46,22,26,2018-12-18T09:12:50Z,Moti_P08
12,24,43,14,21,20,11,40,42,2018-12-18T10:05:52Z,Moti_P08
37,37,49,33,49,44,45,26,17,2018-12-18T13:38:45Z,Moti_P08
36,43,11,37,48,44,43,11,16,2018-12-19T05:00:05Z,Moti_P08
42,43,48,43,35,39,38,16,17,2018-12-19T07:49:33Z,Moti_P08
45,42,48,37,48,47,44,27,15,2018-12-19T10:41:30Z,Moti_P08
49,48,49,48,49,48,23,5,2,2018-12-19T11:54:48Z,Moti_P08
14,47,3,6,5,5,21,1,48,2018-12-20T05:27:45Z,Moti_P08
35,43,48,32,44,45,48,14,15,2018-12-20T09:23:10Z,Moti_P08
36,46,48,35,48,41,44,17,15,2018-12-20T10:56:03Z,Moti_P08
38,41,49,37,49,43,40,16,11,2018-12-20T13:25:07Z,Moti_P08
15,34,49,12,27,27,43,30,45,2018-12-21T05:53:15Z,Moti_P08
39,44,49,35,45,45,36,16,33,2018-12-21T07:07:55Z,Moti_P08
43,45,49,34,48,48,44,18,25,2018-12-21T09:53:31Z,Moti_P08
17,28,49,15,26,26,40,39,38,2019-01-02T05:58:13Z,Moti_P08
41,40,49,41,48,44,37,26,17,2019-01-02T08:12:17Z,Moti_P08
39,40,48,41,47,43,22,19,17,2019-01-02T09:59:06Z,Moti_P08
38,41,48,40,48,44,43,22,24,2019-01-02T11:15:03Z,Moti_P08
34,43,49,42,49,45,37,34,26,2019-01-03T05:35:52Z,Moti_P08
40,46,48,46,47,46,38,27,20,2019-01-04T05:02:07Z,Moti_P08
45,45,47,46,48,47,33,29,20,2019-01-04T07:31:33Z,Moti_P08
38,44,48,40,45,45,22,13,22,2019-01-04T09:09:55Z,Moti_P08
38,45,48,42,48,47,39,32,19,2019-01-04T13:02:21Z,Moti_P08
36,42,47,45,47,44,39,30,22,2019-01-07T08:41:45Z,Moti_P08
38,43,46,39,46,45,41,28,23,2019-01-07T09:07:11Z,Moti_P08
41,43,46,41,46,43,42,34,28,2019-01-07T09:50:39Z,Moti_P08
33,35,34,28,45,35,40,28,25,2019-01-07T11:05:12Z,Moti_P08
37,44,32,35,45,40,38,30,27,2019-01-07T12:54:34Z,Moti_P08
41,43,48,41,48,49,38,24,22,2019-01-08T11:30:06Z,Moti_P08
43,45,9,11,48,48,45,22,45,2019-01-10T06:13:34Z,Moti_P08
41,43,48,39,48,47,47,32,26,2019-01-10T10:42:42Z,Moti_P08
29,37,6,7,42,25,43,32,38,2019-01-11T05:45:22Z,Moti_P08
30,39,9,12,17,19,49,44,42,2019-01-11T09:13:08Z,Moti_P08
47,47,48,48,49,48,37,4,39,2019-01-11T09:36:00Z,Moti_P08
42,36,48,38,47,45,40,36,40,2019-01-14T05:36:16Z,Moti_P08
44,43,47,44,49,46,41,15,38,2019-01-14T09:21:59Z,Moti_P08
41,43,47,38,43,45,24,21,20,2019-01-14T11:04:12Z,Moti_P08
35,43,38,41,48,46,34,16,18,2019-01-14T13:24:19Z,Moti_P08
44,44,48,42,48,47,36,22,34,2019-01-15T05:03:14Z,Moti_P08
40,45,49,36,47,46,38,32,22,2019-01-15T07:04:31Z,Moti_P08
39,43,48,44,49,49,44,34,38,2019-01-15T09:02:45Z,Moti_P08
38,43,48,45,49,46,40,32,26,2019-01-15T11:04:17Z,Moti_P08
43,44,48,41,48,45,39,28,31,2019-01-15T12:18:03Z,Moti_P08
41,43,49,42,48,46,39,24,25,2019-01-15T13:26:01Z,Moti_P08
41,42,49,42,49,44,39,23,31,2019-01-16T06:26:13Z,Moti_P08
38,43,48,45,48,47,40,32,36,2019-01-16T08:14:56Z,Moti_P08
